case_id,customer_id,amount,currency,payment_status,failure_reason,failure_count,customer_attempt_count,days_since_failure,is_customer_active,has_valid_payment_method,scenario_labels
BATCH-000437,CUSTOMER-000437,4370.33,INR,RECOVERABLE,INSUFFICIENT_FUNDS,0,0,7,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000438,CUSTOMER-000438,4943.49,INR,RECOVERABLE,CARD_DECLINED,3,0,8,True,True,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000439,CUSTOMER-000439,10903.4,INR,RECOVERABLE,NETWORK_ERROR,1,0,20,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000440,CUSTOMER-000440,18668.53,INR,RECOVERABLE,PAYMENT_METHOD_EXPIRED,8,6,22,False,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000441,CUSTOMER-000441,866.77,INR,EXPIRED,UNKNOWN,0,0,56,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000442,CUSTOMER-000442,2084.29,INR,RECOVERABLE,NETWORK_ERROR,2,2,6,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000443,CUSTOMER-000443,6526.96,INR,RECOVERABLE,CARD_DECLINED,1,0,8,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000444,CUSTOMER-000444,18231.38,INR,RECOVERABLE,NETWORK_ERROR,2,2,2,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000445,CUSTOMER-000445,4552.24,INR,RECOVERABLE,PAYMENT_METHOD_EXPIRED,5,5,21,False,True,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000446,CUSTOMER-000446,350.72,INR,EXPIRED,UNKNOWN,1,0,50,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000447,CUSTOMER-000447,3457.36,INR,RECOVERABLE,NETWORK_ERROR,1,0,2,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000448,CUSTOMER-000448,3818.67,INR,RECOVERABLE,CARD_DECLINED,1,1,5,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000449,CUSTOMER-000449,26729.56,INR,RECOVERABLE,CARD_DECLINED,0,0,18,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000450,CUSTOMER-000450,4529.32,INR,FAILED,CARD_DECLINED,8,5,20,False,True,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000451,CUSTOMER-000451,773.59,INR,EXPIRED,UNKNOWN,2,0,32,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000452,CUSTOMER-000452,4619.18,INR,RECOVERABLE,INSUFFICIENT_FUNDS,0,0,6,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000453,CUSTOMER-000453,4740.67,INR,FAILED,CARD_DECLINED,2,1,8,True,True,CONTACT_FAVORABLE
BATCH-000454,CUSTOMER-000454,11307.8,INR,RECOVERABLE,CARD_DECLINED,0,0,17,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000455,CUSTOMER-000455,15834.06,INR,FAILED,NETWORK_ERROR,7,5,30,False,True,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000456,CUSTOMER-000456,533.63,INR,EXPIRED,UNKNOWN,0,0,55,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000457,CUSTOMER-000457,8913.09,INR,RECOVERABLE,NETWORK_ERROR,0,0,3,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000458,CUSTOMER-000458,3365.34,INR,FAILED,CARD_DECLINED,1,0,8,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000459,CUSTOMER-000459,42428.11,INR,RECOVERABLE,CARD_DECLINED,2,0,11,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000460,CUSTOMER-000460,12706.87,INR,RECOVERABLE,PAYMENT_METHOD_EXPIRED,4,4,21,False,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000461,CUSTOMER-000461,234.7,INR,EXPIRED,UNKNOWN,2,2,40,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000462,CUSTOMER-000462,2772.42,INR,FAILED,INSUFFICIENT_FUNDS,2,0,1,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000463,CUSTOMER-000463,9932.38,INR,FAILED,CARD_DECLINED,3,1,3,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000464,CUSTOMER-000464,38455.79,INR,RECOVERABLE,CARD_DECLINED,0,0,12,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000465,CUSTOMER-000465,11971.09,INR,FAILED,AUTHENTICATION_FAILED,5,4,28,True,True,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000466,CUSTOMER-000466,699.84,INR,EXPIRED,UNKNOWN,2,1,60,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000467,CUSTOMER-000467,8577.16,INR,FAILED,INSUFFICIENT_FUNDS,1,1,0,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000468,CUSTOMER-000468,8650.96,INR,RECOVERABLE,CARD_DECLINED,3,3,7,True,True,RECENT_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000469,CUSTOMER-000469,20741.47,INR,RECOVERABLE,NETWORK_ERROR,1,1,10,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000470,CUSTOMER-000470,15977.77,INR,RECOVERABLE,INSUFFICIENT_FUNDS,8,1,16,True,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE
BATCH-000471,CUSTOMER-000471,843.55,INR,EXPIRED,UNKNOWN,0,0,45,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000472,CUSTOMER-000472,8930.63,INR,FAILED,INSUFFICIENT_FUNDS,1,0,3,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000473,CUSTOMER-000473,8869.81,INR,RECOVERABLE,CARD_DECLINED,2,1,2,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000474,CUSTOMER-000474,36580.35,INR,RECOVERABLE,NETWORK_ERROR,2,1,5,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000475,CUSTOMER-000475,12886.48,INR,FAILED,INSUFFICIENT_FUNDS,8,3,22,True,True,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000476,CUSTOMER-000476,481.45,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,0,0,49,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000477,CUSTOMER-000477,578.94,INR,FAILED,INSUFFICIENT_FUNDS,2,2,5,True,True,LOW_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000478,CUSTOMER-000478,2189.58,INR,FAILED,CARD_DECLINED,1,1,4,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000479,CUSTOMER-000479,24702.47,INR,RECOVERABLE,CARD_DECLINED,1,0,4,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000480,CUSTOMER-000480,13189.95,INR,FAILED,AUTHENTICATION_FAILED,8,5,19,True,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000481,CUSTOMER-000481,677.95,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,2,1,54,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000482,CUSTOMER-000482,5736.65,INR,FAILED,NETWORK_ERROR,1,0,3,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000483,CUSTOMER-000483,7772.01,INR,RECOVERABLE,UNKNOWN,3,1,12,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000484,CUSTOMER-000484,19911.45,INR,RECOVERABLE,NETWORK_ERROR,2,2,2,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000485,CUSTOMER-000485,12418.98,INR,RECOVERABLE,CARD_DECLINED,8,8,24,False,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000486,CUSTOMER-000486,585.54,INR,EXPIRED,UNKNOWN,0,0,54,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000487,CUSTOMER-000487,5992.44,INR,RECOVERABLE,NETWORK_ERROR,0,0,7,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000488,CUSTOMER-000488,5496.24,INR,FAILED,UNKNOWN,3,2,2,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000489,CUSTOMER-000489,15279.32,INR,RECOVERABLE,CARD_DECLINED,2,2,13,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000490,CUSTOMER-000490,13975.9,INR,RECOVERABLE,CARD_DECLINED,6,0,17,True,True,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE
BATCH-000491,CUSTOMER-000491,838.06,INR,EXPIRED,UNKNOWN,1,1,47,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000492,CUSTOMER-000492,4100.39,INR,FAILED,INSUFFICIENT_FUNDS,1,0,1,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000493,CUSTOMER-000493,3789.16,INR,FAILED,UNKNOWN,3,3,4,True,False,RECENT_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000494,CUSTOMER-000494,33457.49,INR,RECOVERABLE,NETWORK_ERROR,2,1,20,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000495,CUSTOMER-000495,14274.84,INR,RECOVERABLE,INSUFFICIENT_FUNDS,8,7,22,True,True,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000496,CUSTOMER-000496,589.84,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,0,0,40,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000497,CUSTOMER-000497,607.65,INR,FAILED,INSUFFICIENT_FUNDS,0,0,0,True,True,LOW_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000498,CUSTOMER-000498,5707.05,INR,FAILED,UNKNOWN,3,0,5,True,True,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000499,CUSTOMER-000499,40857.21,INR,RECOVERABLE,CARD_DECLINED,0,0,10,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000500,CUSTOMER-000500,10953.23,INR,FAILED,AUTHENTICATION_FAILED,5,4,17,False,True,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000501,CUSTOMER-000501,233.51,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,0,0,39,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000502,CUSTOMER-000502,2441.44,INR,FAILED,NETWORK_ERROR,2,0,0,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000503,CUSTOMER-000503,1413.83,INR,FAILED,CARD_DECLINED,2,2,7,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000504,CUSTOMER-000504,42124.62,INR,RECOVERABLE,CARD_DECLINED,2,0,20,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000505,CUSTOMER-000505,7114.24,INR,RECOVERABLE,INSUFFICIENT_FUNDS,6,4,25,True,True,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000506,CUSTOMER-000506,638.66,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,0,0,36,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000507,CUSTOMER-000507,8609.67,INR,RECOVERABLE,INSUFFICIENT_FUNDS,0,0,7,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000508,CUSTOMER-000508,1777.47,INR,RECOVERABLE,UNKNOWN,2,2,1,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000509,CUSTOMER-000509,34908.7,INR,RECOVERABLE,CARD_DECLINED,1,0,11,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000510,CUSTOMER-000510,14916.8,INR,FAILED,CARD_DECLINED,7,5,22,True,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000511,CUSTOMER-000511,608.75,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,2,1,59,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000512,CUSTOMER-000512,512.43,INR,RECOVERABLE,NETWORK_ERROR,2,0,6,True,True,LOW_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000513,CUSTOMER-000513,5768.33,INR,FAILED,CARD_DECLINED,1,1,7,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000514,CUSTOMER-000514,13721.07,INR,RECOVERABLE,CARD_DECLINED,0,0,16,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000515,CUSTOMER-000515,9710.7,INR,RECOVERABLE,INSUFFICIENT_FUNDS,8,0,17,False,True,POLICY_BLOCKED
BATCH-000516,CUSTOMER-000516,447.99,INR,EXPIRED,UNKNOWN,0,0,38,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000517,CUSTOMER-000517,7732.77,INR,RECOVERABLE,INSUFFICIENT_FUNDS,1,1,5,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000518,CUSTOMER-000518,3102.5,INR,FAILED,CARD_DECLINED,1,0,3,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000519,CUSTOMER-000519,16575.0,INR,RECOVERABLE,CARD_DECLINED,1,0,10,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000520,CUSTOMER-000520,11182.57,INR,FAILED,INSUFFICIENT_FUNDS,4,1,29,True,True,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE
BATCH-000521,CUSTOMER-000521,746.08,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,1,0,57,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000522,CUSTOMER-000522,7605.36,INR,FAILED,NETWORK_ERROR,1,1,2,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000523,CUSTOMER-000523,4566.2,INR,FAILED,CARD_DECLINED,1,1,11,True,True,CONTACT_FAVORABLE
BATCH-000524,CUSTOMER-000524,44184.05,INR,RECOVERABLE,NETWORK_ERROR,2,0,17,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000525,CUSTOMER-000525,9778.82,INR,FAILED,CARD_DECLINED,4,1,18,True,False,POLICY_BLOCKED
BATCH-000526,CUSTOMER-000526,758.94,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,1,1,52,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000527,CUSTOMER-000527,8298.14,INR,FAILED,NETWORK_ERROR,0,0,0,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000528,CUSTOMER-000528,8283.69,INR,RECOVERABLE,CARD_DECLINED,1,0,14,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000529,CUSTOMER-000529,47691.23,INR,RECOVERABLE,CARD_DECLINED,0,0,5,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000530,CUSTOMER-000530,10426.4,INR,FAILED,NETWORK_ERROR,6,2,28,True,True,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE
BATCH-000531,CUSTOMER-000531,456.81,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,0,0,32,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000532,CUSTOMER-000532,4740.58,INR,FAILED,NETWORK_ERROR,2,1,7,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000533,CUSTOMER-000533,4447.14,INR,FAILED,CARD_DECLINED,2,1,4,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000534,CUSTOMER-000534,41276.63,INR,RECOVERABLE,CARD_DECLINED,1,1,15,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
BATCH-000535,CUSTOMER-000535,18340.86,INR,RECOVERABLE,PAYMENT_METHOD_EXPIRED,7,3,25,True,True,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000536,CUSTOMER-000536,123.44,INR,EXPIRED,UNKNOWN,1,1,32,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000537,CUSTOMER-000537,7018.16,INR,FAILED,NETWORK_ERROR,0,0,2,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000538,CUSTOMER-000538,3398.74,INR,FAILED,UNKNOWN,3,2,1,True,False,RECENT_FAILURE|POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000539,CUSTOMER-000539,47408.24,INR,RECOVERABLE,NETWORK_ERROR,0,0,5,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000540,CUSTOMER-000540,16317.99,INR,RECOVERABLE,PAYMENT_METHOD_EXPIRED,8,2,26,False,True,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE
BATCH-000541,CUSTOMER-000541,550.49,INR,EXPIRED,UNKNOWN,0,0,57,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000542,CUSTOMER-000542,1992.23,INR,FAILED,NETWORK_ERROR,0,0,1,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000543,CUSTOMER-000543,1179.35,INR,FAILED,CARD_DECLINED,2,1,1,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000544,CUSTOMER-000544,38677.51,INR,RECOVERABLE,NETWORK_ERROR,1,0,1,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000545,CUSTOMER-000545,12145.57,INR,FAILED,NETWORK_ERROR,4,3,18,False,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000546,CUSTOMER-000546,568.81,INR,EXPIRED,UNKNOWN,1,0,40,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000547,CUSTOMER-000547,8794.82,INR,RECOVERABLE,INSUFFICIENT_FUNDS,2,0,6,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000548,CUSTOMER-000548,7364.65,INR,RECOVERABLE,CARD_DECLINED,3,1,12,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000549,CUSTOMER-000549,25135.36,INR,RECOVERABLE,NETWORK_ERROR,2,0,9,True,True,HIGH_VALUE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000550,CUSTOMER-000550,14847.79,INR,FAILED,CARD_DECLINED,8,5,27,False,False,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000551,CUSTOMER-000551,836.83,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,2,1,38,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000552,CUSTOMER-000552,1695.47,INR,FAILED,INSUFFICIENT_FUNDS,2,1,1,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000553,CUSTOMER-000553,2510.99,INR,RECOVERABLE,UNKNOWN,1,0,14,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000554,CUSTOMER-000554,20608.5,INR,RECOVERABLE,CARD_DECLINED,0,0,2,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000555,CUSTOMER-000555,15953.38,INR,RECOVERABLE,CARD_DECLINED,8,6,15,True,True,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE|NO_ACTION_FAVORABLE
BATCH-000556,CUSTOMER-000556,494.47,INR,EXPIRED,UNKNOWN,1,0,42,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000557,CUSTOMER-000557,7544.86,INR,FAILED,INSUFFICIENT_FUNDS,2,0,3,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000558,CUSTOMER-000558,8192.75,INR,RECOVERABLE,CARD_DECLINED,1,0,5,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000559,CUSTOMER-000559,23672.33,INR,RECOVERABLE,NETWORK_ERROR,1,0,5,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000560,CUSTOMER-000560,7421.06,INR,FAILED,PAYMENT_METHOD_EXPIRED,7,6,30,False,True,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000561,CUSTOMER-000561,225.68,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,0,0,41,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000562,CUSTOMER-000562,3978.88,INR,RECOVERABLE,INSUFFICIENT_FUNDS,2,0,4,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000563,CUSTOMER-000563,1863.24,INR,RECOVERABLE,CARD_DECLINED,2,0,10,True,False,POLICY_BLOCKED|CONTACT_FAVORABLE
BATCH-000564,CUSTOMER-000564,24433.16,INR,RECOVERABLE,CARD_DECLINED,1,1,2,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000565,CUSTOMER-000565,4793.82,INR,FAILED,AUTHENTICATION_FAILED,3,0,21,True,True,POLICY_BLOCKED
BATCH-000566,CUSTOMER-000566,346.68,INR,EXPIRED,UNKNOWN,1,1,46,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000567,CUSTOMER-000567,1274.66,INR,FAILED,INSUFFICIENT_FUNDS,2,1,6,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000568,CUSTOMER-000568,4324.61,INR,RECOVERABLE,UNKNOWN,2,0,1,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000569,CUSTOMER-000569,43483.15,INR,RECOVERABLE,NETWORK_ERROR,2,2,1,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000570,CUSTOMER-000570,13681.9,INR,FAILED,PAYMENT_METHOD_EXPIRED,3,0,26,False,True,HIGH_VALUE|POLICY_BLOCKED|ESCALATION_FAVORABLE
BATCH-000571,CUSTOMER-000571,772.64,INR,EXPIRED,UNKNOWN,2,2,44,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000572,CUSTOMER-000572,7994.06,INR,FAILED,INSUFFICIENT_FUNDS,1,0,4,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000573,CUSTOMER-000573,5518.91,INR,FAILED,CARD_DECLINED,3,3,13,True,False,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000574,CUSTOMER-000574,16915.16,INR,RECOVERABLE,NETWORK_ERROR,0,0,6,True,True,HIGH_VALUE|RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE|ESCALATION_FAVORABLE
BATCH-000575,CUSTOMER-000575,1810.84,INR,FAILED,PAYMENT_METHOD_EXPIRED,3,2,28,True,False,POLICY_BLOCKED
BATCH-000576,CUSTOMER-000576,355.8,INR,EXPIRED,PAYMENT_METHOD_EXPIRED,2,0,60,False,False,LOW_VALUE|AGED_FAILURE|POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000577,CUSTOMER-000577,3798.84,INR,RECOVERABLE,INSUFFICIENT_FUNDS,1,0,5,True,True,RECENT_FAILURE|RETRY_FAVORABLE|CONTACT_FAVORABLE
BATCH-000578,CUSTOMER-000578,8078.96,INR,RECOVERABLE,CARD_DECLINED,3,3,10,True,False,POLICY_BLOCKED|NO_ACTION_FAVORABLE
BATCH-000579,CUSTOMER-000579,15985.69,INR,RECOVERABLE,NETWORK_ERROR,2,0,18,True,True,HIGH_VALUE|ESCALATION_FAVORABLE
